,Time,Name,Tweet_status,Text,Length,Location
102,08-09-19 6:00,Pravika16,Retweet,Chandrayaans rise filled us pride honour maintain faith capabilities proud ISRO ProudOfISRO ISRO IsroPerGarvHai Chandrayaan2 ,204,"Nashik, India"
103,08-09-19 6:00,hppy_vipin,Retweet,salute team Chandrayaan 2 making nation proud resolve tread anywhere takes us far beyondTreadnywhereISRO Chandrayaan2 ISRO VikramLander MoonMission ,213,New Delhi
104,08-09-19 6:00,chintztoo,Retweet,peaceforchange Future projects ISRO 1920 dityaL1Study Suns Corona 2021 Gaganyan Send stronaut Space2021 Chandrayaan3Send Indian Robot2223 Mangalyan2 2nd Orbiter Mars2325 Shukrayaan Send Orbiter Study Venus2023 SpaceStation Indias Space Station,295,"The Hague, The Netherlands"
105,08-09-19 6:00,ZeeBollywood,Retweet,connection Vikram lostnot relentless spirit Heres hard workthe overcome every obstacle never give attitude youve always exhibited ISROKudos making daring attemptDont lose hopeHumHongeKamyab ajLikhengeKal ,304,India
106,08-09-19 6:00,SaeedAh17156133,Retweet,India rocked trying land moon Try grace God succeed Chandrayan2 ISRO,164,
107,08-09-19 6:00,87Baidya,Retweet,Dr K Sivan entire isro team present amp past strived incredible effort Bit slip cup lip Im sure brilliant scientists relentless dedication persevere amp get us moon Jai Hind Sg Chandrayaan2 ISRO,278,"Kolkata, West Bengal"
108,08-09-19 6:00,siya_ratti,Retweet,Proud ISROProud ,51,"Los Angeles, CA"
109,08-09-19 6:00,Rishi98271890,Retweet,proud ISRO failure final ability take step forward step towards success Kudos PM narendramodi ji true leader present personally bucking morale scientists,252,
110,08-09-19 6:00,shreyasmahajan1,Retweet,Keep moving forward nations capability opportunity India including Thailand inspired ISROs achievemments date amp future achievements come Jai Hind ,234,"Pune, Maharashtra,India"
111,08-09-19 6:00,2much_2digest,Tweet,Wow Loved tweetfawadchaudhry could decipher simple wordsPorkistan,96,India
112,08-09-19 6:00,eodishaorg,Tweet,Lawyers Day Odisha Daily  Stories via Prernagniveer bhasaby samabeshnayak1 chandrayaan2landing isro,144,Odisha
113,08-09-19 6:00,srahul13s,Tweet,Sameraofficial1 peaceforchange Moon NS Welcome mericaMoon Roscosmos Welcome RussiaMoon CNS Welcome ChinaMoon JX Welcome JapanMoon SpaceIL Ill wait IsraelMoon ISRO Ill wait IndiaMoon SUPRCO uqaat Nahi hai tumhari,287,
114,08-09-19 6:00,tridib_bordoloi,Tweet,Failure establish contact Vikram may turn biggest finding Chandrayan2Is something close South Pole surface interferes signalsnalysis data received orbiter would reveal throw light mystery ISRO,278,New Delhi (India)
115,08-09-19 6:00,EshaanSyed,Retweet,Hey team ISRO Dont sad love proud guys learn failures PMOIndia Loves isro ,167,"Rewa, India"
116,08-09-19 6:00,Rohtash29719852,Retweet,ISROThe first deorbit maneuver VikramLander Chandrayaan2 spacecraft performed successfully today September 03 2019 0850 hrs IST details please visit  view Control Centre ISTRC Bengaluru ,277,
117,08-09-19 6:00,vikarsy,Retweet,ISRO Chandrayaan2 moving letter young boy Kashmir writes ISRO chief hurts lose connection cannot communicate someone something close you,228,Jammu And Kashmir
118,08-09-19 6:00,theshubhashish,Retweet,Congratulations team ISRO incredible work Chandrayaan 2 Moon Mission passion amp dedication inspiration every Indian work vain laid foundation many path breaking amp ambitious Indian space missions,285,"20.264658,85.846436"
119,08-09-19 6:00,Maazbintariq5,Tweet,Boregram Dear ISRO minister fucktard troll sorry loss Kudos trying though blinded hatred mock incentive progressive space mission neither one person portray whole countrys values Regards,270,Karachi
120,08-09-19 6:00,ShrishtySharma,Tweet,Even emotions shows dedication amp love country truly gem r lucky live country PM consoling Chief Scientist like son ProudOfISRO JaiHind,220,India
121,08-09-19 6:00,rashmisrkfan,Retweet,well written ,44,"Delhi, India"
122,08-09-19 6:00,priteshpdedhia,Retweet,ISRO love really made us proud ,69,Silicon City of India.
123,08-09-19 6:00,IndiainDetails,Tweet,Pakistan jealous ISRO Foreign media reaction Chandrayaan2 MoonLanding Chandrayaan2Landing ISROMissions ,139,
124,08-09-19 6:00,_AlwayzRight_,Tweet,ndtv bunch Idiots,22,
125,08-09-19 6:00,bipinbhimani,Retweet,Sorry dear Indians Pakistanis feel ashamed someone like FawadChaudhary Science Technology Minister wish ISRO best space endeavors truly incredible job Good wishes Pakistan,248,
126,08-09-19 6:00,BhartiyaGarvit,Retweet,US thumbs upWe congratulate ISRO incredible efforts Chandrayaan2 mission huge step forward India continue produce valuable data fuel scientific advancements lice G Wells US cting ssistant Secretary South Central sia,279,
127,08-09-19 6:00,BeingManaliK,Retweet,GauravPandhi isro crying becauseHe human Men cryHe loves india amp youIt emotional sentimental moment ISRO hv put heart amp soul itBt sonias chamcha wouldnt understand itbtw u tell us emotional bad thing,301,"Pune, India"
128,08-09-19 6:00,AmbrishParasha,Tweet,listening FunsiRadio today One person wanted convey good wishes isro RJ Moodi rejected request said dont even know spelling ISRO RJ could polite respectful peoples emotions,237,United States
129,08-09-19 6:00,JK331985,Tweet,ShashiTharoor isro every child student talking ISRO scientists incidence nd call drama shame eminent scientist whole congress party drama days,217,"New Delhi, India"
130,08-09-19 6:00,amazing__ak,Retweet,Moon NS Welcome mericaMoon Roscosmos Welcome RussiaMoon CNS Welcome ChinaMoon JX Welcome JapanMoon SpaceIL Ill wait IsraelMoon ISRO Ill wait IndiaMoon SUPRCO uqaat Nahi hai tumhari,254,"Jamshedpur, India"
131,08-09-19 6:00,Rohtash29719852,Retweet,ISROVikram Lander Successfully separates Chandrayaan2 Orbiter today September 02 2019 1315 hrs IST details please visit  ,188,
132,08-09-19 6:00,Maazbintariq5,Tweet,Dear ISRO minister fucktard troll sorry loss Kudos trying though blinded hatred mock incentive progressive space mission neither one person portray whole countrys values Regards,260,Karachi
133,08-09-19 6:00,Khurafaatihoon,Tweet,cant scroll without liking tweetWe feel proud man PMISRO Chandrayaan3 ,134,India
134,08-09-19 6:01,BhartiyaHDL,Retweet,happens goodIf Chandrayaan2 would success would congratulated ISRO moved onNow happened standing behind ISRO rock solidIn time adversity United thats shown world,279,
135,08-09-19 6:01,ILOVEMYINDIASJ,Retweet,Bhutan PM Lotay TsheringWe proud India scientists today Chandrayaan2 saw challenges last minute courage hard work shown historical Knowing Prime Minister Narendra ModiI doubt ISRO team make happen one day ,302,
136,08-09-19 6:01,mody_viral,Retweet,Dont silly pallavabagla made terrible amp stupid mistake rightly criticised given dressing shown place amp given lesson lifetime act entitled ass common problem among journos apologised amp shown contrition Lets move ,316,
137,08-09-19 6:01,vichalit_vichar,Retweet,people come justifying NDTV right ask questions agree kind tone talking ISRO kill scammed anyoneYou shown anger Chidambaram DK Shivkumar got arrrestedNDTVKMKB,256,apni alag duniya mai:)
138,08-09-19 6:01,AnanthuKhadi,Tweet,nanthu Khadi Bhavan Congratulating ISRO Scientists amp Technicians Put Hardwork Chandrayan2We ISROProud n Indianisro isromissions chandrayaan2 space ,234,"Nagercoil, India"
139,08-09-19 6:01,padambagla,Tweet,INDINS always trust u ISRO Chandrayaan2 HERO Sir know good news comes soon,106,
140,08-09-19 6:01,KanchanDan2,Tweet,PMBhutan narendramodi proud indiaIsro,58,
141,08-09-19 6:01,bijoyanand,Retweet,Chandrayaan2 IsroMy cartoon firstpost More Chandrayaan2theMoon Chandrayaan3 isropargarvhai ,173,"Mumbai, Maharashtra"
142,08-09-19 6:01,devensbhati,Retweet,Upcoming ISRO Missions gt STROSTgt ditya L1 mission gt Gaganyaanmissiongt Mangalyaan2gt Chandrayaan3Pakistans Upcoming Missiongt Enter LOCgt Enter LOCgt Enter LOCProudOfISRO,245,India
143,08-09-19 6:01,RaulMunna,Retweet,IndiaFailed tleast tried many times tried go MoonDont Mock human proud Human effortISRO Brilliant workOne day succeedChandrayaan2,198,"Pernem, Goa"
144,08-09-19 6:01,SGiyanwani,Retweet,wrong men show emotions publicSivan ISRO,60,"Ahmadabad City, India"
145,08-09-19 6:01,bitchcumasss,Retweet,RT ready crowdfund another ISRO missionLets show international community power INDI,115,Iraq
146,08-09-19 6:01,AasefBagban_,Retweet,10K RT sirf 2 ghante ,51,Jalna India
147,08-09-19 6:01,Sathish64793114,Retweet,doesnt mean must succeed single attempt sometimes make multiple must give ashamed federal minister science amp technology Fawad Ch mocking failing mission land Best luck next time ,308,
148,08-09-19 6:01,RSS4India,Tweet,called Kashmiri journalist based Rajasthan enjoying perks Indian citizen doesnt want rules KashmirThen circus toys best link everything Pakistani Propaganda Hypocrites ,261,India
149,08-09-19 6:01,drbishnuhnepal,Tweet,Today Tomorrow ReachingTheUnreachableModel Suggests ISRO Success Chandrayan3 Best Wishesfrom NepalHimalayasUNSGSRCSpaceSoftLandingNS narendramodi ,217,"Kathmandu, Nepal"
150,08-09-19 6:01,SGarlapad,Tweet,feel BDUTT tweeter account hacked someone impossible Barkha appreciate one act Namo Hafiz Sayerss fav Barkha,153,"Pune, India"
151,08-09-19 6:01,XDTarek6,Retweet,Hum Honge Kaamyaab Ek DinChandrayan2 taken us closer moon ever integral step towards ultimate success isro achieved phenomenal must applaudedISRO ProudOfISRO ProudIndian,240,
152,08-09-19 6:01,vedkalbende,Retweet,Isro inspires thousands young Indians take science PM narendramodi RED  ,134,India
153,08-09-19 6:01,SADAFNAZ_1,Retweet,Modi talk MoonWhy didnt let us come upMoon ans chand per siraf insaan aa saktey hainISROIndiaFailedChandrayaan2IndiaOnTheMoon ,173,"Islamabad, Pakistan"
154,08-09-19 6:01,sapna_sangam,Tweet,nothing called failure Science Proud isro,62,"Hassan, India"
